		ENRC1	ENRC2	ENRC3	ENRI1	ENRI2	ENRI3
Gene: Kctd12	Type_Where: tuft_villi	0	0	0	23.2593	23.0439	23.6581
Gene: Gpcpd1	Type_Where: tuft_villi	0	0	0	22.432	22.2777	21.9651
Gene: Lzts2	Type_Where: tuft_villi	22.7648	22.7811	22.7857	0	0	0
Gene: Adh1	Type_Where: tuft_villi	29.0798	29.1398	29.1036	34.1385	34.1631	34.165
Gene: S100g	Type_Where: tuft_villi	25.2703	23.3624	25.098	29.6187	29.4679	29.5881
Gene: Cbr3	Type_Where: tuft_villi	27.6514	27.5933	27.5855	30.2774	30.4418	30.3282
Gene: Mov10	Type_Where: tuft_villi	25.8696	25.7791	26.2807	28.4829	28.5346	28.518
Gene: Cdhr5	Type_Where: tuft_villi	24.4582	24.584	24.6437	27.2051	26.9469	27.1134
Gene: Lmtk2	Type_Where: tuft_villi	21.9961	22.2684	21.9091	23.2901	24.4964	24.4251
Gene: Hebp1	Type_Where: tuft_villi	21.5397	21.5763	21.2985	23.9667	24.165	23.8779
Gene: Inpp5b	Type_Where: tuft_villi	23.4584	23.6688	23.2869	25.4541	25.6532	25.5692
Gene: Aldh3a2	Type_Where: tuft_villi	28.5772	28.5374	28.4621	30.5655	30.404	30.4884
Gene: Bpgm	Type_Where: tuft_villi	22.3889	22.2981	22.4917	24.3745	24.2719	24.2063
Gene: Atp2a3	Type_Where: tuft_villi	24.8662	24.7743	24.5349	26.6077	26.542	26.5376
Gene: Ptpn6	Type_Where: tuft_villi	24.8214	25.0601	24.9199	26.4129	26.3398	26.4702
Gene: Mical1	Type_Where: tuft_villi	25.8267	25.8895	25.8485	27.3235	27.3087	27.2839
Gene: Mocs2	Type_Where: tuft_villi	21.1819	20.9716	21.4919	22.2363	22.5806	22.7979
Gene: Rmdn1	Type_Where: tuft_villi	24.4632	24.3429	24.4519	25.8316	25.9509	25.6015
Gene: Oat	Type_Where: tuft_villi	33.2398	33.3255	33.2178	34.4658	34.5679	34.5787
Gene: Tmem45b	Type_Where: tuft_villi	23.628	23.7507	23.9564	25.2028	24.991	25.0527
Gene: Ethe1	Type_Where: tuft_villi	26.3426	26.3639	26.2723	27.4784	27.4465	27.426
Gene: Mgst3	Type_Where: tuft_villi	27.5559	27.6356	27.3649	28.6321	28.6119	28.6447
Gene: Crot	Type_Where: tuft_villi	26.42	26.5384	26.9639	27.645	27.5992	27.5522
Gene: Slc4a7	Type_Where: tuft_villi	27.1952	27.1002	27.0079	28.2904	28.1507	28.1011
Gene: Trim2	Type_Where: tuft_villi	25.542	25.5318	25.6496	26.3799	26.9998	26.5845
Gene: H2-Q10	Type_Where: tuft_villi	22.3021	21.5427	22.2605	23.2363	23.8461	23.1928
Gene: Abcc3	Type_Where: tuft_villi	27.2355	27.0484	27.1131	28.0834	28.054	28.027
Gene: Espn	Type_Where: tuft_villi	0	23.6327	0	24.5467	24.7241	24.5233
Gene: Chdh	Type_Where: tuft_villi	29.6251	29.7473	29.636	30.5193	30.5462	30.4359
Gene: Aldh2	Type_Where: tuft_villi	31.5261	31.5139	31.5252	32.2885	32.4009	32.4321
Gene: Acss2	Type_Where: tuft_villi	27.3384	27.3405	27.4109	28.2109	28.1637	28.1957
Gene: Rabgap1l	Type_Where: tuft_villi	22.2169	22.292	22.2833	22.8311	23.8701	23.0989
Gene: Nt5c3a	Type_Where: tuft_villi	25.1874	25.0969	25.3528	25.9645	26.2944	25.7589
Gene: Stx3	Type_Where: tuft_villi	24.7675	24.6486	24.6999	25.5416	25.329	25.4671
Gene: Sfxn3	Type_Where: tuft_villi	25.3318	25.5613	24.9634	25.9896	25.9815	26.503
Gene: Siae	Type_Where: tuft_villi	24.1908	24.094	24.1002	24.7554	24.5575	24.8227
Gene: Vamp8	Type_Where: tuft_villi	27.8287	27.8162	27.8113	28.433	28.4162	28.0508
Gene: Stk38	Type_Where: tuft_villi	25.5878	25.4534	25.6776	26.1872	26.0858	26.2088
Gene: Asah1	Type_Where: tuft_villi	26.6596	26.7633	26.8971	27.4033	27.332	27.2878
Gene: Pnpla6	Type_Where: tuft_villi	25.5263	25.6463	25.6215	26.1372	25.9668	26.1823
Gene: Calml4	Type_Where: tuft_villi	25.8564	25.8583	25.9523	26.2031	26.3339	26.3679
Gene: Nudt14	Type_Where: tuft_villi	22.6574	22.9355	22.8963	23.3457	23.213	23.5859
Gene: Myo6	Type_Where: tuft_villi	30.3598	30.4062	30.342	30.8371	30.7916	30.7788
Gene: Nptn	Type_Where: tuft_villi	26.6903	26.796	26.4202	27.0488	27.0867	27.0555
Gene: Samd9l	Type_Where: tuft_villi	24.271	24.1544	24.3086	25.0097	24.6172	24.3561
Gene: Galk1	Type_Where: tuft_villi	28.4305	28.515	28.508	28.9045	28.8324	28.8457
Gene: Arpc5	Type_Where: tuft_villi	28.547	28.3761	28.3924	28.6871	28.8077	28.7156
Gene: Ppp3ca	Type_Where: tuft_villi	26.0662	26.1045	26.0665	26.3145	26.4206	26.3596
Gene: Prcp	Type_Where: tuft_villi	22.7928	22.8397	22.6674	22.9067	23.126	23.0826
Gene: Tmem160	Type_Where: tuft_villi	23.1229	23.2641	23.171	23.4554	23.5065	23.2797
Gene: Hk1	Type_Where: tuft_villi	26.4875	26.422	26.4482	26.7737	26.6023	26.7269
Gene: Gprc5a	Type_Where: tuft_villi	24.4039	24.4338	24.0689	24.6688	24.6147	24.8418
Gene: Atp6v1d	Type_Where: tuft_villi	25.6805	25.6335	25.4093	25.8936	25.8527	25.9031
Gene: Bcl2l14	Type_Where: tuft_villi	26.5997	26.6264	26.6324	26.8373	26.7784	26.9896
Gene: Slc25a12	Type_Where: tuft_villi	27.179	27.2196	27.166	27.4755	27.2834	27.3604
Gene: Ppt1	Type_Where: tuft_villi	25.5471	25.6291	25.3798	25.9172	25.6989	25.7144
Gene: Rab5b	Type_Where: tuft_villi	25.0234	25.2997	25.1936	25.3458	25.3455	25.1992
Gene: Abhd16a	Type_Where: tuft_villi	23.342	23.4671	22.8627	23.487	23.3938	23.5838
Gene: Eml3	Type_Where: tuft_villi	22.1234	22.1606	22.69	22.2915	0	0
Gene: Cap1	Type_Where: tuft_villi	30.4391	30.5487	30.467	30.6289	30.5	30.5955
Gene: Casp3	Type_Where: tuft_villi	27.0432	27.0056	26.9298	27.0337	27.2513	27.1296
Gene: Stard5	Type_Where: tuft_villi	23.8264	23.2227	23.8827	24.1514	23.8281	23.95
Gene: Eppk1	Type_Where: tuft_villi	32.4582	32.3746	32.3476	32.498	32.4645	32.5477
Gene: Capg	Type_Where: tuft_villi	26.7691	26.7714	26.8216	26.8689	26.8825	26.8977
Gene: Anxa11	Type_Where: tuft_villi	30.0145	29.9383	29.9404	30.0339	30.0274	30.0849
Gene: Nsfl1c	Type_Where: tuft_villi	28.8943	28.9421	29.0258	29.0745	28.9917	29.0346
Gene: Dpysl2	Type_Where: tuft_villi	29.8363	29.8445	29.8371	29.8438	29.9074	29.9734
Gene: Tbcb	Type_Where: tuft_villi	25.8397	26.0181	26.0344	25.9355	26.0534	26.0888
Gene: Rhog	Type_Where: tuft_villi	27.1529	27.229	27.0563	27.2958	26.9691	27.163
Gene: 39692	Type_Where: tuft_villi	24.4458	24.5252	24.8267	24.6874	24.4299	24.5256
Gene: Gna14	Type_Where: tuft_villi	27.7169	27.9865	27.7948	27.7872	27.5993	27.8199
Gene: Vps53	Type_Where: tuft_villi	24.6237	24.6213	24.731	24.488	24.5989	24.7101
Gene: Cpne3	Type_Where: tuft_villi	29.0823	29.0647	29.0671	28.9919	29.0403	29.0435
Gene: Lrch4	Type_Where: tuft_villi	21.9623	21.9438	22.353	22.1599	21.7547	21.9311
Gene: Anxa4	Type_Where: tuft_villi	32.7382	32.8597	32.716	32.6648	32.6949	32.7237
Gene: Vdac3	Type_Where: tuft_villi	30.5011	30.414	30.2744	30.2716	30.3813	30.3382
Gene: Lima1	Type_Where: tuft_villi	30.668	30.726	30.6387	30.5905	30.528	30.6653
Gene: Csk	Type_Where: tuft_villi	25.2752	25.0648	25.2502	25.0496	25.1552	25.2713
Gene: Lmf1	Type_Where: tuft_villi	23.0786	23.1394	22.6971	23.0133	22.8012	22.9445
Gene: Atp8a1	Type_Where: tuft_villi	23.6302	23.2801	23.8605	23.4624	23.302	23.4785
Gene: Man2a1	Type_Where: tuft_villi	28.6847	28.7514	28.5747	28.4805	28.3905	28.5137
Gene: Nsf	Type_Where: tuft_villi	28.867	28.9013	28.8948	28.6341	28.7179	28.6871
Gene: Cystm1	Type_Where: tuft_villi	26.8007	26.9381	26.9409	26.8191	26.7119	26.4611
Gene: Slc26a2	Type_Where: tuft_villi	23.2271	23.461	23.1942	22.987	22.3831	23.1831
Gene: Ube2j1	Type_Where: tuft_villi	22.9999	23.2998	22.8694	22.6307	22.7783	22.7528
Gene: Smug1	Type_Where: tuft_villi	22.1779	24.0259	24.074	21.7339	23.7521	23.9628
Gene: Fam49b	Type_Where: tuft_villi	24.6731	25.0678	25.1567	24.8381	24.7815	24.7914
Gene: Ndufaf3	Type_Where: tuft_villi	24.5577	24.4011	24.8094	24.1984	25.2397	24.2792
Gene: Fn1	Type_Where: tuft_villi	23.1994	23.4838	23.1209	22.8656	22.8018	22.996
Gene: Bub3	Type_Where: tuft_villi	28.4433	28.535	28.4788	28.2117	28.1361	28.1237
Gene: Sort1	Type_Where: tuft_villi	23.7561	23.8065	24.0319	23.5643	23.4457	23.4482
Gene: Ckap4	Type_Where: tuft_villi	25.044	24.8244	25.2317	24.8334	24.6788	24.527
Gene: Rab4b	Type_Where: tuft_villi	22.7708	23.0648	23.4009	22.7472	22.6977	22.6417
Gene: Svil	Type_Where: tuft_villi	26.5275	26.3281	26.3752	25.9577	25.9149	25.962
Gene: Kdm4a	Type_Where: tuft_villi	21.9373	21.8461	21.6651	21.2745	21.5653	21.3746
Gene: Myadm	Type_Where: tuft_villi	26.8731	27.1833	26.952	26.5093	26.4608	26.408
Gene: Gnai2	Type_Where: tuft_villi	28.8975	28.9436	28.7938	28.4052	28.2628	28.4105
Gene: Eef2k	Type_Where: tuft_villi	23.3002	23.2525	23.1004	22.0309	22.7529	22.8878
Gene: Wnk2	Type_Where: tuft_villi	22.6924	23.0738	22.6963	22.35	0	22.0354
Gene: Dsp	Type_Where: tuft_villi	31.8729	31.9083	31.7496	31.3383	31.2068	31.3572
Gene: Hacd3	Type_Where: tuft_villi	28.0187	28.1101	28.0582	27.5153	27.5137	27.5082
Gene: Tmem176b	Type_Where: tuft_villi	23.8447	23.8186	23.9415	23.4178	23.2346	23.2814
Gene: Ddah1	Type_Where: tuft_villi	24.7512	25.0123	24.9106	24.449	24.3445	24.2232
Gene: Rabgap1	Type_Where: tuft_villi	25.4407	25.355	25.4759	24.5803	24.838	24.9129
Gene: Mllt4	Type_Where: tuft_villi	28.5577	28.6278	28.5956	27.9628	27.9614	28.0286
Gene: Atp6ap1	Type_Where: tuft_villi	25.3858	25.3809	25.187	24.6895	25.2286	24.6858
Gene: Cd47	Type_Where: tuft_villi	25.7376	25.4688	25.4955	24.687	25.4827	24.7948
Gene: Hdac6	Type_Where: tuft_villi	22.9632	23.223	23.2801	21.9795	22.4888	22.2726
Gene: Morf4l1	Type_Where: tuft_villi	24.1605	24.299	24.249	23.1282	23.2869	23.3703
Gene: Esyt1	Type_Where: tuft_villi	26.8829	27.1583	26.5401	26.8452	25.8862	25.5768
Gene: Acot7	Type_Where: tuft_villi	26.8894	26.7365	26.6594	26.3346	25.6557	25.6972
Gene: S100a11	Type_Where: tuft_villi	30.6244	30.7417	30.9572	29.805	29.582	29.6319
Gene: Msi2	Type_Where: tuft_villi	26.3324	26.3039	26.2053	25.1877	25.0876	25.3183
Gene: Hspa4l	Type_Where: tuft_villi	27.5215	27.6993	27.6786	26.5143	26.5662	26.5455
Gene: Osbpl3	Type_Where: tuft_villi	24.8683	25.0518	24.9417	23.4098	23.2814	23.5075
Gene: Acsl4	Type_Where: tuft_villi	26.8635	26.8558	26.6683	25.2993	25.3416	25.1866
Gene: Palld	Type_Where: tuft_villi	26.5108	26.7828	25.883	24.768	24.9784	24.8324
Gene: Clic4	Type_Where: tuft_villi	27.6941	27.5126	27.6682	25.887	25.9032	26.0717
Gene: Myo1b	Type_Where: tuft_villi	28.1587	28.2829	28.1714	26.3122	26.1272	25.9389
Gene: Lpcat4	Type_Where: tuft_villi	25.3324	24.9516	25.2293	22.7356	22.6842	22.7961
Gene: Cwh43	Type_Where: tuft_villi	24.8781	24.5582	24.8019	21.1957	22.1162	22.4151
Gene: Pkp1	Type_Where: tuft_villi	24.167	24.3663	24.444	21.9	21.3985	0
Gene: Ehf	Type_Where: tuft_villi	23.2869	22.5253	22.9627	0	20.182	19.6921
Gene: Pla2g4a	Type_Where: tuft_villi	26.0422	26.4228	26.2671	23.4459	22.7174	22.7151
Gene: Basp1	Type_Where: tuft_villi	26.0428	26.2481	26.0612	24.1061	22.3632	22.5069
Gene: Sorbs2	Type_Where: Stem_crypt	28.8366	28.7445	28.6667	22.8249	22.5169	23.0622
Gene: Ifitm3	Type_Where: Stem_crypt	27.2382	26.4	27.2804	22.3177	21.4079	21.4578
Gene: Cdk6	Type_Where: Stem_crypt	25.9685	26.2754	26.0507	22.3876	22.6212	22.4477
Gene: Cd81	Type_Where: Stem_crypt	26.4331	26.5993	26.514	23.5925	23.7395	23.4866
Gene: Slc12a2	Type_Where: Stem_crypt	30.7266	30.8691	30.6819	28.3274	28.113	28.1884
Gene: Soat1	Type_Where: Stem_crypt	28.6458	28.8838	28.6647	26.236	26.3501	26.2169
Gene: App	Type_Where: Stem_crypt	26.8664	27.0074	26.6444	24.6267	24.631	24.7085
Gene: Pls3	Type_Where: Stem_crypt	29.0432	29.0594	28.9971	27.1572	27.1883	27.2418
Gene: Aqp1	Type_Where: Stem_crypt	25.9854	26.3938	26.2475	24.8078	24.7507	24.6096
Gene: Nap1l1	Type_Where: Stem_crypt	29.171	29.0108	29.25	27.7882	27.6895	27.6002
Gene: Kcnq1	Type_Where: Stem_crypt	23.4149	23.1651	23.1782	22.3058	21.4194	0
Gene: Irf2bp2	Type_Where: Stem_crypt	27.0424	27.1138	27.1881	25.9126	25.7869	25.9635
Gene: Etv6	Type_Where: Stem_crypt	24.5766	24.2285	24.2736	23.09	23.1868	23.091
Gene: Phgdh	Type_Where: Stem_crypt	30.6161	30.679	30.5728	29.7021	29.9237	29.7124
Gene: Nfib	Type_Where: Stem_crypt	25.1785	24.9342	25.0647	24.2104	23.895	24.4665
Gene: Yap1	Type_Where: Stem_crypt	23.5348	23.6957	23.8977	23.2786	23.1183	23.0218
Gene: Grb7	Type_Where: Stem_crypt	25.8407	25.9181	25.9416	25.6552	25.4914	25.4787
Gene: Lcp1	Type_Where: Stem_crypt	27.025	27.1406	27.1143	26.6211	26.731	26.765
Gene: Clic6	Type_Where: Stem_crypt	28.1968	28.1999	28.2328	27.8673	27.8742	27.8834
Gene: Tns3	Type_Where: Stem_crypt	25.1032	25.1875	25.5476	24.983	24.729	25.1185
Gene: Itga1	Type_Where: Stem_crypt	23.5375	23.1935	23.3659	23.3876	22.8336	23.2219
Gene: Noxa1	Type_Where: Stem_crypt	23.9345	23.9523	23.9901	23.8937	23.7357	23.8937
Gene: Mfge8	Type_Where: Stem_crypt	26.633	26.5915	26.6569	26.6865	26.6558	26.7478
Gene: Lamb3	Type_Where: Stem_crypt	23.3919	23.9491	23.8233	23.9631	23.9013	23.7406
Gene: Urod	Type_Where: Stem_crypt	26.3214	26.2986	26.4327	26.4583	26.4797	26.456
Gene: Arid5b	Type_Where: Stem_crypt	23.7339	23.7546	23.9021	24.0052	23.9195	23.7836
Gene: Sdc4	Type_Where: Stem_crypt	23.3639	23.7721	23.3535	23.4013	23.6419	23.6511
Gene: Ngef	Type_Where: Stem_crypt	23.7112	23.6988	23.6121	24.0185	24.1131	24.018
Gene: Clca2	Type_Where: Stem_crypt	25.1077	25.8579	25.6049	25.5109	26.1413	25.9588
Gene: Csad	Type_Where: Stem_crypt	23.3354	23.779	23.3663	24.0028	23.9801	23.8645
Gene: Tcaf2	Type_Where: Stem_crypt	24.2934	24.385	24.4483	25.0797	25.0285	25.1039
Gene: Lancl1	Type_Where: Stem_crypt	22.8826	22.959	22.3876	23.3301	23.7695	23.5811
Gene: Pdxk	Type_Where: Stem_crypt	27.7378	27.6577	27.7936	28.8866	28.9374	28.8578
Gene: Olfm4	Type_Where: Stem_crypt	29.2264	29.1952	29.1033	30.5092	30.1355	30.4405
Gene: Sdsl	Type_Where: Stem_crypt	24.8346	24.9738	24.9369	26.2242	26.2692	26.1663
Gene: Vdr	Type_Where: Stem_crypt	22.7535	22.6114	22.9833	24.4046	24.2597	24.6334
Gene: Hmgcs2	Type_Where: Stem_crypt	27.6039	27.7289	27.6798	30.4913	30.4974	30.4831
Gene: Slc27a2	Type_Where: Stem_crypt	23.5339	22.9461	23.2283	29.985	29.7727	29.7236
Gene: Afap1l1	Type_Where: Stem_crypt	23.7847	23.579	23.7436	0	0	0
Gene: Pnliprp2	Type_Where: Paneth_crypt	22.9619	22.8536	22.8743	26.5268	26.5773	26.723
Gene: Reg4	Type_Where: Paneth_crypt	26.6967	26.9815	26.6352	28.0794	28.2148	28.4408
Gene: Clps	Type_Where: Paneth_crypt	24.385	24.7243	24.978	25.6869	25.5946	25.6712
Gene: Ggh	Type_Where: Paneth_crypt	27.1204	27.128	27.0157	27.9389	27.8974	27.8994
Gene: Acox2	Type_Where: Paneth_crypt	25.9441	26.3144	26.2416	26.6878	26.7558	26.7617
Gene: Itln1	Type_Where: Paneth_crypt	32.1483	32.5096	32.1993	32.6946	32.7199	32.6932
Gene: Lamb1	Type_Where: Paneth_crypt	30.9282	30.9697	30.6966	30.9622	30.5318	30.7765
Gene: Ang4	Type_Where: Paneth_crypt	28.8293	29.0373	29.072	28.7306	28.8165	28.8163
Gene: Rab18	Type_Where: Paneth_crypt	28.2054	28.241	28.279	28.1381	27.9938	28.0081
Gene: Lyz1	Type_Where: Paneth_crypt	31.3106	31.4093	31.4086	31.0785	31.1323	31.1619
Gene: Defa20	Type_Where: Paneth_crypt	27.5382	28.0528	27.9297	27.536	27.6178	27.5174
Gene: Defa-rs1	Type_Where: Paneth_crypt	25.3022	25.2282	25.5067	24.8367	24.2832	24.7717
Gene: Defa5	Type_Where: Paneth_crypt	26.9658	27.0396	26.9647	26.1425	25.9284	26.1736
Gene: Mmp7	Type_Where: Paneth_crypt	29.2588	29.2506	29.248	27.9322	28.0704	28.0004
Gene: Defa24	Type_Where: Paneth_crypt	24.464	26.0552	26.2807	23.0065	23.1804	23.4397
Gene: Slc1a4	Type_Where: Paneth_crypt	26.4461	26.6143	26.4994	23.0992	22.8945	23.1659
